id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,price_quote_raw,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2992450,https://www.airbnb.com/rooms/2992450,20260715013051,2026-07-15,city scrape,Luxury 2 bedroom apartment,"The apartment is located in a quiet neighborhood . Fully furnished. Linens and towels are provided. It's two blocks away from downtown Albany, and the Palace theater.",,https://a0.muscache.com/pictures/44627226/0e72c75c_original.jpg,4621559,https://www.airbnb.com/users/show/4621559,1462661762635155041,https://www.airbnb.com/users/profile/1462661762635155041,Kenneth,,13,6,13,5,"New York, NY",I am a real down to earth & cool person.,,,,f,,https://a0.muscache.com/im/users/4621559/profile_pic/1363081467/original.jpg?aki_policy=profile_x_medium,,1,,None,t,t,,THIRD WARD,,42.65789,-73.7537,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Kitchen"", ""Essentials"", ""Heating"", ""TV with standard cable"", ""Air conditioning"", ""Wifi"", ""Smoke alarm"", ""Carbon monoxide alarm""]",$81.32,2027-03-31,2027-04-28,2277.00,81.32,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""2277"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""81.32142857142857142857142857"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""2277.00"", ""raw_price_line_items"": [{""amount"": ""2277.00"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$2,277.00""}, {""amount"": ""2277.00"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$2,277.00""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2027-03-31"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2027-04-28""}}",28,1125,28,28,1125,1125,28.0,1125.0,,t,0,0,0,106,2026-07-15,9,0,0,0,0,0,0,2014-07-01,2022-08-17,3.56,3.44,3.56,4.22,4.56,3.22,3.67,,,1,1,0,0,0.06
3820211,https://www.airbnb.com/rooms/3820211,20260715013051,2026-07-15,city scrape,Restored Precinct in Center Sq. w/Parking,"Step into the charming and comfy 1BR/1BA apartment in the heart of Albany, NY. It promises a relaxing retreat bordering picturesque Washington Park and funky Lark Street while being within walking distance to vibrant downtown dining, shops, and exciting attractions.<br /><br />The lovely design and prime location will leave you in awe.<br /><br />✔ Comfy Queen Bedroom <br />✔ On-Demand Hot & Cold Filtered Water <br />✔ Open Design Living <br />✔ Fully Equipped Kitchen<br />✔ Smart TV & High-Speed Wi-Fi <br />✔ Free Parking<br /><br />See more below!",,https://a0.muscache.com/pictures/prohost-api/Hosting-3820211/original/f4d15ef2-fac4-436c-a2e3-df89ddc23d54.png,19648678,https://www.airbnb.com/users/show/19648678,1463087024016718788,https://www.airbnb.com/users/profile/1463087024016718788,Ming,,11,11,11,11,"Albany, NY","Hello! I’m a proud resident of Albany, NY, where i both live and work With a background in real estate and management, I bring years of expertise to hosting and caring for my own property here in Albany. In addition to managing vacation rentals, I also own a Japanese restaurant, so hospitality and guest satisfaction are at the heart of everything I do.

I look forward to welcoming you to Albany and sharing the best of the city with you!",,,,t,,https://a0.muscache.com/im/pictures/user/User/original/8ca5d0ce-dbd2-4cef-9a11-086c758cd7ba.jpeg?aki_policy=profile_x_medium,,7,,None,t,t,,SIXTH WARD,,42.65222,-73.76724,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Shampoo"", ""Central air conditioning"", ""Coffee maker"", ""Conditioner"", ""Microwave"", ""HDTV with standard cable, Apple TV"", ""Free parking on premises"", ""Smart lock"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Dining table"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In unit"", ""Stove"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Heating"", ""Pets allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Smoke alarm"", ""Kitchen"", ""Oven"", ""Freezer"", ""Free washer \u2013 In unit"", ""Body soap"", ""Iron"", ""Wifi""]",$211.00,2026-07-20,2026-07-21,211.00,211.00,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""211.00"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""211.00"", ""nightly_subtotal"": ""211.00"", ""discounted_subtotal"": ""211.00"", ""raw_price_line_items"": [{""amount"": ""211.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $211.00"", ""price_string"": ""$211.00""}, {""amount"": ""211.00"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$211.00""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-20"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-21""}}",1,1125,1,3,1125,1125,2.7,1125.0,,t,22,52,82,357,2026-07-15,317,7,0,162,9,42,8862,2014-08-15,2026-01-25,4.75,4.88,4.87,4.85,4.81,4.82,4.78,,,7,7,0,0,2.18
6623339,https://www.airbnb.com/rooms/6623339,20260715013051,2026-07-15,city scrape,Center Sq. Loft in Converted Precinct w/ Parking,"Step into the charming and comfy 1BR/1BA apartment in the heart of Albany, NY. It promises a relaxing retreat bordering picturesque Washington Park and funky Lark Street while being within walking distance to the vibrant downtown, which offers easy access to restaurants, shops, and exciting attractions.<br /><br />The lovely design and the prime location will leave you in awe.<br /><br />✔ Comfy Queen Bedroom<br />✔ Open Design Living<br />✔ Fully Equipped Kitchen<br />✔ Smart TV<br />✔ Wi-Fi<br />✔ Free Parking<br /><br />See more below!",,https://a0.muscache.com/pictures/prohost-api/Hosting-6623339/original/ea5cad10-dab6-4b89-8279-878648a4124e.jpeg,19648678,https://www.airbnb.com/users/show/19648678,1463087024016718788,https://www.airbnb.com/users/profile/1463087024016718788,Ming,,11,11,11,11,"Albany, NY","Hello! I’m a proud resident of Albany, NY, where i both live and work With a background in real estate and management, I bring years of expertise to hosting and caring for my own property here in Albany. In addition to managing vacation rentals, I also own a Japanese restaurant, so hospitality and guest satisfaction are at the heart of everything I do.

I look forward to welcoming you to Albany and sharing the best of the city with you!",,,,t,,https://a0.muscache.com/im/pictures/user/User/original/8ca5d0ce-dbd2-4cef-9a11-086c758cd7ba.jpeg?aki_policy=profile_x_medium,,7,,None,t,t,,SIXTH WARD,,42.65222,-73.76724,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Shampoo"", ""Coffee maker"", ""Conditioner"", ""Microwave"", ""Patio or balcony"", ""Free parking on premises"", ""Smart lock"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Dining table"", ""Dishwasher"", ""Wifi"", ""Carbon monoxide alarm"", ""Stove"", ""Washer"", ""Hot water"", ""Coffee"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Heating"", ""Pets allowed"", ""Free street parking"", ""Dedicated workspace"", ""Air conditioning"", ""Bathtub"", ""Refrigerator"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Clothing storage: closet"", ""Dryer"", ""Kitchen"", ""Oven"", ""Freezer"", ""Wine glasses"", ""TV with standard cable"", ""Private entrance"", ""Body soap"", ""Iron"", ""Hangers"", ""Bed linens""]",$280.00,2026-07-24,2026-07-25,280.00,280.00,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""280"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""280"", ""nightly_subtotal"": ""280.00"", ""discounted_subtotal"": ""280.00"", ""raw_price_line_items"": [{""amount"": ""280.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $280.00"", ""price_string"": ""$280.00""}, {""amount"": ""280.00"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$280.00""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-24"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-25""}}",1,1125,1,3,1125,1125,2.7,1125.0,,t,18,45,75,350,2026-07-15,335,3,2,155,3,18,5040,2015-06-07,2026-07-05,4.74,4.84,4.71,4.83,4.71,4.8,4.72,,,7,7,0,0,2.48
9501054,https://www.airbnb.com/rooms/9501054,20260715013051,2026-07-15,city scrape,Spacious suite with full bath by Capital  Center,"Great location within walking distance to the Capital. It is a good size bedroom with WiFi internet . Private full bath.  We provide in the room a small refrigerator, Microwave ,coffee pot,iron ,hair dryer and  TV. Lots of entertainment nearby. Brew pubs, restaurants, the NYS Museum. Governor's Mansion. Washington Park.Capital Rep Theater as well as the Palace Theater.",,https://a0.muscache.com/pictures/45153167-d704-48ed-9320-ab2f139bd352.jpg,29288920,https://www.airbnb.com/users/show/29288920,1465431505328745177,https://www.airbnb.com/users/profile/1465431505328745177,Gregg,,11,4,11,4,"Albany, NY",I am an Albany native .I have lived in Ireland and had a B & B in Tramore County Waterford back in the early nineties. While doing so we met a lot of wonderful people. I have been in the real estate business for over 30 years . I believe in keeping the mind and body fit. I am easy going and love a good laugh.,,,,f,,https://a0.muscache.com/im/users/29288920/profile_pic/1426286865/original.jpg?aki_policy=profile_x_medium,,2,,None,t,t,,SECOND WARD,,42.64734,-73.75851,Private room in rental unit,Private room,2,1.0,1 private bath,,2,"[""Shampoo"", ""Coffee maker"", ""Microwave"", ""Dishes and silverware"", ""Hair dryer"", ""Laundromat nearby"", ""Self check-in"", ""Long term stays allowed"", ""Lockbox"", ""Carbon monoxide alarm"", ""Hot water"", ""Mini fridge"", ""Shower gel"", ""Portable fans"", ""Essentials"", ""Hangers"", ""Heating"", ""Free street parking"", ""Dedicated workspace"", ""Refrigerator"", ""Smoke alarm"", ""TV with standard cable"", ""Private entrance"", ""Iron"", ""Wifi"", ""Lock on bedroom door"", ""Window AC unit"", ""Bed linens""]",$86.00,2026-07-19,2026-07-20,86.00,86.00,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""86"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""86"", ""nightly_subtotal"": ""86.00"", ""discounted_subtotal"": ""86.00"", ""raw_price_line_items"": [{""amount"": ""86.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $86.00"", ""price_string"": ""$86.00""}, {""amount"": ""86.00"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$86.00""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-19"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-20""}}",1,1125,1,1,1125,1125,1.0,1125.0,,t,6,25,55,234,2026-07-15,475,49,6,135,43,255,21930,2016-02-02,2026-07-04,4.59,4.73,4.53,4.84,4.87,4.77,4.68,,,1,0,1,0,3.73
10768745,https://www.airbnb.com/rooms/10768745,20260715013051,2026-07-15,city scrape,Alb hospital area studio bath wifi. (Red),Spacious warm studio in 1840 house close to hospitals and downtown. Own bath flat screen cable tv wireless internet ground floor. Double bed coffee tea fridge microwave and parking. Suit 1. On park walk to post office cvs Chinese sports bar. Comfortable and decorated with taste. Irish host,,https://a0.muscache.com/pictures/hosting/Hosting-10768745/original/25897e23-61e0-4fec-9aec-d57b6e00e92a.jpeg,5691268,https://www.airbnb.com/users/show/5691268,1462687000374947891,https://www.airbnb.com/users/profile/1462687000374947891,Elizabeth,,13,3,10,5,"Albany, NY",I'm Irish living in Albany NY.  I have 3 grown up kids.  I have 2 chihuauas    I am visiting Toronto to meet my sister and nephew who are visiting from Ireland.  Don't smoke or drink just love my dogs!,,,,t,,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_x_medium,,2,,None,t,t,,FOURTEENTH WARD,,42.66078,-73.80553,Private room in guest suite,Private room,1,1.0,1 private bath,,1,"[""Shampoo"", ""Patio or balcony"", ""Microwave"", ""Free parking on premises"", ""Hair dryer"", ""Self check-in"", ""Ethernet connection"", ""Lockbox"", ""Carbon monoxide alarm"", ""Hot water"", ""Essentials"", ""Hangers"", ""Single level home"", ""Heating"", ""Dedicated workspace"", ""Refrigerator"", ""Smoke alarm"", ""TV with standard cable"", ""Iron"", ""Wifi"", ""Lock on bedroom door"", ""Window AC unit"", ""Bed linens""]",$58.00,2026-07-19,2026-07-20,58.00,58.00,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""58"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""58"", ""nightly_subtotal"": ""57.91"", ""discounted_subtotal"": ""57.91"", ""raw_price_line_items"": [{""amount"": ""57.91"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $57.91"", ""price_string"": ""$57.91""}, {""amount"": ""57.91"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$57.91""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-19"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-20""}}",1,1125,1,1,1125,1125,1.0,1125.0,,t,14,39,63,151,2026-07-15,919,105,9,142,124,255,14790,2016-02-05,2026-07-02,4.84,4.9,4.79,4.93,4.89,4.93,4.91,,,2,0,2,0,7.23
11253948,https://www.airbnb.com/rooms/11253948,20260715013051,2026-07-15,city scrape,/Fire Place Bungalow\ 1917 SUNY Eagle 6Beds 2Baths,"Perfect for groups visiting Albany — this fully renovated 3-bedroom bungalow sleeps up to 10 guests comfortably in a convenient, walkable location near restaurants, bars, and shops.<br /><br />Relax in the open floor plan living space with a 77” LG OLED TV and Sonos surround sound.<br /><br />The home includes 1 king bed, 3 queen beds, optional airbeds, and easy parking with a two-lane driveway.<br /><br />Pets allowed on the first floor (gate available by request). $50 pet fee — please inquire before booking with pets.",,https://a0.muscache.com/pictures/hosting/Hosting-11253948/original/b2a5806e-d7ab-4504-aa6b-e2901c00611f.jpeg,4259750,https://www.airbnb.com/users/show/4259750,1462534529294832741,https://www.airbnb.com/users/profile/1462534529294832741,Peter,,13,7,11,0,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, biohacking and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western
www.airbnb.com/p/peter",,,,t,,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,,8,,None,t,t,,FIFTEENTH WARD,,42.67567,-73.82438,Entire place,Entire home/apt,10,2.0,2 baths,3,4,"[""Shampoo"", ""Clothing storage: walk-in closet and wardrobe"", ""High chair"", ""Pack \u2019n play/Travel crib"", ""Outlet covers"", ""Outdoor furniture"", ""Hair dryer"", ""First aid kit"", ""Ethernet connection"", ""Long term stays allowed"", ""Rice maker"", ""Coffee"", ""Pets allowed"", ""Indoor fireplace: gas"", ""Baby safety gates"", ""Refrigerator"", ""Private patio or balcony"", ""Baking sheet"", ""Sonos sound system with Bluetooth and aux"", ""Wine glasses"", ""65 inch HDTV with Roku, premium cable, Amazon Prime Video, standard cable, Apple TV, Netflix, Hulu"", ""Fire extinguisher"", ""Iron"", ""Safe"", ""Window AC unit"", ""Fire pit"", ""Conditioner"", ""Board games"", ""Toaster"", ""Free parking on premises"", ""Ceiling fan"", ""Self check-in"", ""Garden view"", ""Stainless steel oven"", ""Cooking basics"", ""Private backyard \u2013 Not fully fenced"", ""Heating"", ""Dedicated workspace"", ""Bathtub"", ""Freezer"", ""Free washer \u2013 In unit"", ""GE stainless steel gas stove"", ""Wifi"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Outdoor dining area"", ""Books and reading material"", ""Room-darkening shades"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dining table"", ""Carbon monoxide alarm"", ""Hot water"", ""Keypad"", ""Portable fans"", ""BBQ grill"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Cleaning products"", ""Exterior security cameras on property"", ""Kitchen"", ""Private entrance"", ""Body soap"", ""Game console"", ""Hangers"", ""Blender"", ""Dishes and silverware"", ""Baby bath"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Essentials"", ""Free street parking"", ""Sun loungers"", ""Drying rack for clothing"", ""Smoke alarm"", ""Hot water kettle"", ""Barbecue utensils"", ""Babysitter recommendations""]",$876.00,2026-07-26,2026-07-27,876.00,876.00,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""876"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""876"", ""nightly_subtotal"": ""876.00"", ""discounted_subtotal"": ""876.00"", ""raw_price_line_items"": [{""amount"": ""876.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $876.00 USD"", ""price_string"": ""$876.00 USD""}, {""amount"": ""876.00"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$876.00 USD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-26"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-27""}}",1,1124,1,2,1124,1124,1.3,1124.0,,t,19,49,79,353,2026-07-15,231,31,3,159,42,186,162936,2016-05-29,2026-06-30,4.97,4.94,4.97,4.99,4.97,4.94,4.88,,,8,8,0,0,1.87
11639446,https://www.airbnb.com/rooms/11639446,20260715013051,2026-07-15,city scrape,$55twin($30 foreign student)FreeBF Noa/c no smoke,"Regular breakfast free<br /><br />Lunch packed $5<br />Dinner Plate $10<br /><br />We updated cleaning protocol because of COVID-19 pandemic<br /><br />OUR PRIORITY IS ORGANIC LIFE SO OTHER THING IS LESS IMPORTANT <br />FREE LAUNDRY <br />AIR CONDITIONING <br />No parking space on premises just street parking<br />.<br />Internet High speed WiFi,<br />This building is 100 years older.<br />We don't use chemical pesticides ,chemical cleaning stuff.We use Vinegar,baking powder,biological pesticides .<br />Therefore not fancy clea",,https://a0.muscache.com/pictures/1129f67c-dfb2-4a2c-bb1d-914a3245d600.jpg,61700428,https://www.airbnb.com/users/show/61700428,1466759141736283314,https://www.airbnb.com/users/profile/1466759141736283314,Abdullah,,10,4,10,4,"Albany, NY","Guest's satisfaction and happiness is much more important than money!
顾客的满意远比赚钱重要!我的初衷是帮助更多的人､服务更多的人~
We provide emotional comfort more than physically comfortable
我们提供的情感舒适度超过身体舒适度.",,,,f,,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_x_medium,,2,,None,t,t,,ELEVENTH WARD,,42.67583,-73.78297,Private room in home,Private room,1,1.5,1.5 shared baths,,1,"[""Shampoo"", ""Conditioner"", ""Microwave"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""First aid kit"", ""Long term stays allowed"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Hot water"", ""Breakfast"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Heating"", ""Host greets you"", ""Free street parking"", ""Refrigerator"", ""Smoke alarm"", ""Gas stove"", ""Clothing storage: closet"", ""Free washer \u2013 In building"", ""Kitchen"", ""Free dryer \u2013 In building"", ""Oven"", ""Wifi"", ""Safe""]",$63.87,2026-07-15,2026-07-30,958.00,63.87,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""958"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""63.86666666666666666666666667"", ""nightly_subtotal"": ""957.76"", ""discounted_subtotal"": ""957.76"", ""raw_price_line_items"": [{""amount"": ""957.76"", ""item_type"": ""nightly_subtotal"", ""description"": ""15 nights x $63.85"", ""price_string"": ""$957.76""}, {""amount"": ""957.76"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$957.76""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-15"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-30""}}",15,112,15,15,112,112,15.0,112.0,,t,30,60,90,365,2026-07-15,231,0,0,170,0,0,0,2016-05-31,2024-02-29,4.81,4.87,4.37,4.94,4.96,4.52,4.87,,,2,0,2,0,1.87
12799126,https://www.airbnb.com/rooms/12799126,20260715013051,2026-07-15,city scrape,Private Room in the Hearth of the Albany,,,https://a0.muscache.com/pictures/3e656127-d8e2-4743-a405-1b91d81c4dc7.jpg,69729286,https://www.airbnb.com/users/show/69729286,1462790700336018491,https://www.airbnb.com/users/profile/1462790700336018491,Musab,,10,2,5,11,"Albany, NY",,,,,f,,https://a0.muscache.com/im/pictures/user/5507d01f-fe58-4066-9900-5de519b5dfd6.jpg?aki_policy=profile_x_medium,,2,,None,t,t,,SIXTH WARD,,42.65154,-73.76867,Private room in rental unit,Private room,1,1.0,1 shared bath,,2,"[""Shampoo"", ""Microwave"", ""Blender"", ""HDTV with Netflix"", ""Books and reading material"", ""Bidet"", ""Toaster"", ""Shared patio or balcony"", ""Dishes and silverware"", ""Hair dryer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Wifi"", ""Carbon monoxide alarm"", ""Stove"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Essentials"", ""Trash compactor"", ""Exercise equipment"", ""Heating"", ""Single level home"", ""Host greets you"", ""Free street parking"", ""Dedicated workspace"", ""Bathtub"", ""Refrigerator"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Clothing storage: closet"", ""Dryer"", ""Hot water kettle"", ""Kitchen"", ""Baking sheet"", ""Oven"", ""Freezer"", ""Barbecue utensils"", ""Iron"", ""Hangers"", ""Lock on bedroom door"", ""Window AC unit"", ""Bed linens""]",$69.00,2026-09-27,2026-10-02,345.00,69.00,"{""quote"": {""taxes"": ""25.52"", ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""345"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""69"", ""nightly_subtotal"": ""319.00"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""319.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""5 nights x $63.80"", ""price_string"": ""$319.00""}, {""amount"": ""25.52"", ""item_type"": ""taxes"", ""description"": ""Taxes"", ""price_string"": ""$25.52""}, {""amount"": ""344.52"", ""item_type"": ""other"", ""description"": ""Total"", ""price_string"": ""$344.52""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-09-27"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-10-02""}}",5,300,5,5,300,300,5.0,300.0,,t,0,0,16,290,2026-07-15,30,2,1,96,1,20,1380,2020-08-23,2026-06-27,4.7,4.77,4.47,4.7,4.77,4.6,4.63,,,2,0,2,0,0.42
